Record Date,Country,Currency,Country - Currency Description,Exchange Rate,Effective Date,Source Line Number,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
2018-06-30,ERITREA,NAKFA,ERITREA-NAKFA,15.0,null,55,2018,3,2018,2,06,30
2018-06-30,ESTONIA,EURO,ESTONIA-EURO,0.858,null,56,2018,3,2018,2,06,30
2018-06-30,ETHIOPIA,BIRR,ETHIOPIA-BIRR,27.26,null,57,2018,3,2018,2,06,30
2018-06-30,EURO ZONE,EURO,EURO ZONE-EURO,0.858,null,58,2018,3,2018,2,06,30
2018-06-30,FIJI,DOLLAR,FIJI-DOLLAR,2.072,null,59,2018,3,2018,2,06,30
2018-06-30,FINLAND,EURO,FINLAND-EURO,0.858,null,60,2018,3,2018,2,06,30
2018-06-30,FRANCE,EURO,FRANCE-EURO,0.858,null,61,2018,3,2018,2,06,30
2018-06-30,GABON,CFA FRANC,GABON-CFA FRANC,579.5,null,62,2018,3,2018,2,06,30
2018-06-30,GAMBIA,DALASI,GAMBIA-DALASI,47.0,null,63,2018,3,2018,2,06,30
2018-06-30,GEORGIA,LARI,GEORGIA-LARI,2.45,null,64,2018,3,2018,2,06,30
2018-06-30,GERMANY FRG,EURO,GERMANY FRG-EURO,0.858,null,65,2018,3,2018,2,06,30
2018-06-30,GHANA,CEDI,GHANA-CEDI,4.778,null,66,2018,3,2018,2,06,30
2018-06-30,GREECE,EURO,GREECE-EURO,0.858,null,67,2018,3,2018,2,06,30
2018-06-30,GRENADA,EAST CARIBBEAN DOLLAR,GRENADA-EAST CARIBBEAN DOLLAR,2.7,null,68,2018,3,2018,2,06,30
2018-06-30,GUATEMALA,QUETZAL,GUATEMALA-QUETZAL,7.485,null,69,2018,3,2018,2,06,30
2018-06-30,GUINEA,FRANC,GUINEA-FRANC,9003.0,null,70,2018,3,2018,2,06,30
2018-06-30,GUINEA BISSAU,CFA FRANC,GUINEA BISSAU-CFA FRANC,580.14,null,71,2018,3,2018,2,06,30
2018-06-30,GUYANA,DOLLAR,GUYANA-DOLLAR,215.0,null,72,2018,3,2018,2,06,30
2018-06-30,HAITI,GOURDE,HAITI-GOURDE,65.433,null,73,2018,3,2018,2,06,30
2018-06-30,HONDURAS,LEMPIRA,HONDURAS-LEMPIRA,24.0,null,74,2018,3,2018,2,06,30
2018-06-30,HONG KONG,DOLLAR,HONG KONG-DOLLAR,7.846,null,75,2018,3,2018,2,06,30
2018-06-30,HUNGARY,FORINT,HUNGARY-FORINT,282.66,null,76,2018,3,2018,2,06,30
2018-06-30,ICELAND,KRONA,ICELAND-KRONA,105.78,null,77,2018,3,2018,2,06,30
2018-06-30,INDIA,RUPEE,INDIA-RUPEE,68.3,null,78,2018,3,2018,2,06,30
2018-06-30,INDONESIA,RUPIAH,INDONESIA-RUPIAH,14350.0,null,79,2018,3,2018,2,06,30
2018-06-30,IRAN,RIAL,IRAN-RIAL,42590.0,null,80,2018,3,2018,2,06,30
2018-06-30,IRAQ,DINAR,IRAQ-DINAR,1138.0,null,81,2018,3,2018,2,06,30
2018-06-30,IRELAND,EURO,IRELAND-EURO,0.858,null,82,2018,3,2018,2,06,30
2018-06-30,ISRAEL,SHEKEL,ISRAEL-SHEKEL,3.653,null,83,2018,3,2018,2,06,30
2018-06-30,ITALY,EURO,ITALY-EURO,0.858,null,84,2018,3,2018,2,06,30
2018-06-30,JAMAICA,DOLLAR,JAMAICA-DOLLAR,128.0,null,85,2018,3,2018,2,06,30
2018-06-30,JAPAN,YEN,JAPAN-YEN,110.6,null,86,2018,3,2018,2,06,30
2018-06-30,JERUSALEM,SHEKEL,JERUSALEM-SHEKEL,3.653,null,87,2018,3,2018,2,06,30
2018-06-30,JORDAN,DINAR,JORDAN-DINAR,0.708,null,88,2018,3,2018,2,06,30
2018-06-30,KAZAKHSTAN,TENGE,KAZAKHSTAN-TENGE,341.31,null,89,2018,3,2018,2,06,30
2018-06-30,KENYA,SHILLING,KENYA-SHILLING,100.8,null,90,2018,3,2018,2,06,30
2018-06-30,KOREA,WON,KOREA-WON,1112.01,null,91,2018,3,2018,2,06,30
2018-06-30,KUWAIT,DINAR,KUWAIT-DINAR,0.303,null,92,2018,3,2018,2,06,30
2018-06-30,KYRGYZSTAN,SOM,KYRGYZSTAN-SOM,68.0,null,93,2018,3,2018,2,06,30
2018-06-30,LAOS,KIP,LAOS-KIP,8400.0,null,94,2018,3,2018,2,06,30
2018-06-30,LATVIA,EURO,LATVIA-EURO,0.858,null,95,2018,3,2018,2,06,30
2018-06-30,LEBANON,POUND,LEBANON-POUND,1500.0,null,96,2018,3,2018,2,06,30
2018-06-30,LESOTHO,SOUTH AFRICAN RAND,LESOTHO-SOUTH AFRICAN RAND,13.748,null,97,2018,3,2018,2,06,30
2018-06-30,LIBERIA,U.S. DOLLAR,LIBERIA-U.S. DOLLAR,149.23,null,98,2018,3,2018,2,06,30
2018-06-30,LIBYA,DINAR,LIBYA-DINAR,1.374,null,99,2018,3,2018,2,06,30
2018-06-30,LITHUANIA,EURO,LITHUANIA-EURO,0.858,null,100,2018,3,2018,2,06,30
2018-06-30,LUXEMBOURG,EURO,LUXEMBOURG-EURO,0.858,null,101,2018,3,2018,2,06,30
2018-06-30,MACAO,MOP,MACAO-MOP,8.0,null,102,2018,3,2018,2,06,30
2018-06-30,MACEDONIA FYROM,DENAR(ARIARY),MACEDONIA FYROM-DENAR(ARIARY),52.55,null,103,2018,3,2018,2,06,30
2018-06-30,MADAGASCAR,FRANC,MADAGASCAR-FRANC,3323.24,null,104,2018,3,2018,2,06,30
2018-06-30,MALAWI,KWACHA,MALAWI-KWACHA,731.0,null,105,2018,3,2018,2,06,30
2018-06-30,MALAYSIA,RINGGIT,MALAYSIA-RINGGIT,4.038,null,106,2018,3,2018,2,06,30
2018-06-30,MALI,CFA FRANC,MALI-CFA FRANC,580.14,null,107,2018,3,2018,2,06,30
2018-06-30,MALTA,EURO,MALTA-EURO,0.858,null,108,2018,3,2018,2,06,30
2018-06-30,MARSHALLS ISLANDS,DOLLAR,MARSHALLS ISLANDS-DOLLAR,1.0,null,109,2018,3,2018,2,06,30
2018-06-30,MARTINIQUE,EURO,MARTINIQUE-EURO,0.858,null,110,2018,3,2018,2,06,30
2018-06-30,MAURITANIA,OUGUIYA,MAURITANIA-OUGUIYA,35.5,null,111,2018,3,2018,2,06,30
2018-06-30,MAURITIUS,RUPEE,MAURITIUS-RUPEE,34.65,null,112,2018,3,2018,2,06,30
2018-06-30,MEXICO,NEW PESO,MEXICO-NEW PESO,19.663,null,113,2018,3,2018,2,06,30
2018-06-30,MICRONESIA,DOLLAR,MICRONESIA-DOLLAR,1.0,null,114,2018,3,2018,2,06,30
2018-06-30,MOLDOVA,LEU,MOLDOVA-LEU,16.758,null,115,2018,3,2018,2,06,30
2018-06-30,MONGOLIA,TUGRIK,MONGOLIA-TUGRIK,2463.29,null,116,2018,3,2018,2,06,30
2018-06-30,MONTENEGRO,EURO,MONTENEGRO-EURO,0.858,null,117,2018,3,2018,2,06,30
2018-06-30,MOROCCO,DIRHAM,MOROCCO-DIRHAM,9.532,null,118,2018,3,2018,2,06,30
2018-06-30,MOZAMBIQUE,METICAL,MOZAMBIQUE-METICAL,59.16,null,119,2018,3,2018,2,06,30
2018-06-30,NAMIBIA,DOLLAR,NAMIBIA-DOLLAR,13.748,null,120,2018,3,2018,2,06,30
2018-06-30,NEPAL,RUPEE,NEPAL-RUPEE,110.05,null,121,2018,3,2018,2,06,30
2018-06-30,NETHERLANDS,EURO,NETHERLANDS-EURO,0.858,null,123,2018,3,2018,2,06,30
2018-06-30,NETHERLANDS ANTILLES,GUILDER,NETHERLANDS ANTILLES-GUILDER,1.78,null,122,2018,3,2018,2,06,30
2018-06-30,NEW ZEALAND,DOLLAR,NEW ZEALAND-DOLLAR,1.478,null,124,2018,3,2018,2,06,30
2018-06-30,NICARAGUA,CORDOBA,NICARAGUA-CORDOBA,31.3,null,125,2018,3,2018,2,06,30
2018-06-30,NIGER,CFA FRANC,NIGER-CFA FRANC,580.14,null,126,2018,3,2018,2,06,30
2018-06-30,NIGERIA,NAIRA,NIGERIA-NAIRA,359.0,null,127,2018,3,2018,2,06,30
2018-06-30,NORWAY,KRONE,NORWAY-KRONE,8.151,null,128,2018,3,2018,2,06,30
2018-06-30,OMAN,RIAL,OMAN-RIAL,0.385,null,129,2018,3,2018,2,06,30
2018-06-30,PAKISTAN,RUPEE,PAKISTAN-RUPEE,121.47,null,130,2018,3,2018,2,06,30
2018-06-30,PALAU,DOLLAR,PALAU-DOLLAR,1.0,null,131,2018,3,2018,2,06,30
2018-06-30,PANAMA,BALBOA,PANAMA-BALBOA,1.0,null,132,2018,3,2018,2,06,30
2018-06-30,PAPUA NEW GUINEA,KINA,PAPUA NEW GUINEA-KINA,3.205,null,133,2018,3,2018,2,06,30
2018-06-30,PARAGUAY,GUARANI,PARAGUAY-GUARANI,5658.0,null,134,2018,3,2018,2,06,30
2018-06-30,PERU,NUEVO SOL,PERU-NUEVO SOL,3.275,null,135,2018,3,2018,2,06,30
2018-06-30,PHILIPPINES,PESO,PHILIPPINES-PESO,53.324,null,136,2018,3,2018,2,06,30
2018-06-30,POLAND,ZLOTY,POLAND-ZLOTY,3.748,null,137,2018,3,2018,2,06,30
2018-06-30,PORTUGAL,EURO,PORTUGAL-EURO,0.858,null,138,2018,3,2018,2,06,30
2018-06-30,QATAR,RIYAL,QATAR-RIYAL,3.64,null,139,2018,3,2018,2,06,30
2018-06-30,ROMANIA,LEU,ROMANIA-LEU,3.995,null,140,2018,3,2018,2,06,30
2018-06-30,RUSSIA,RUBLE,RUSSIA-RUBLE,62.701,null,141,2018,3,2018,2,06,30
2018-06-30,RWANDA,FRANC,RWANDA-FRANC,870.0,null,142,2018,3,2018,2,06,30
2018-06-30,SAO TOME & PRINCIPE,DOBRAS,SAO TOME & PRINCIPE-DOBRAS,20.941,null,143,2018,3,2018,2,06,30
2018-06-30,SAUDI ARABIA,RIYAL,SAUDI ARABIA-RIYAL,3.75,null,144,2018,3,2018,2,06,30
2018-06-30,SENEGAL,CFA FRANC,SENEGAL-CFA FRANC,580.14,null,145,2018,3,2018,2,06,30
2018-06-30,SERBIA,DINAR,SERBIA-DINAR,101.34,null,146,2018,3,2018,2,06,30
2018-06-30,SEYCHELLES,RUPEE,SEYCHELLES-RUPEE,13.43,null,147,2018,3,2018,2,06,30
2018-06-30,SIERRA LEONE,LEONE,SIERRA LEONE-LEONE,7991.0,null,148,2018,3,2018,2,06,30
2018-06-30,SINGAPORE,DOLLAR,SINGAPORE-DOLLAR,1.364,null,149,2018,3,2018,2,06,30
2018-06-30,SLOVAK REPUBLIC,EURO,SLOVAK REPUBLIC-EURO,0.858,null,150,2018,3,2018,2,06,30
2018-06-30,SLOVENIA,EURO,SLOVENIA-EURO,0.858,null,151,2018,3,2018,2,06,30
2018-06-30,SOLOMON ISLANDS,DOLLAR,SOLOMON ISLANDS-DOLLAR,7.576,null,152,2018,3,2018,2,06,30
2018-06-30,SOMALI,SHILLING,SOMALI-SHILLING,575.0,null,153,2018,3,2018,2,06,30
2018-06-30,SOUTH AFRICA,RAND,SOUTH AFRICA-RAND,13.748,null,154,2018,3,2018,2,06,30
2018-06-30,SOUTH SUDANESE,POUND,SOUTH SUDANESE-POUND,140.0,null,155,2018,3,2018,2,06,30
2018-06-30,SPAIN,EURO,SPAIN-EURO,0.858,null,156,2018,3,2018,2,06,30
2018-06-30,SRI LANKA,RUPEE,SRI LANKA-RUPEE,158.2,null,157,2018,3,2018,2,06,30
2018-06-30,ST LUCIA,EC DOLLAR,ST LUCIA-EC DOLLAR,2.7,null,158,2018,3,2018,2,06,30
2018-06-30,SUDAN,SUDANESE POUND,SUDAN-SUDANESE POUND,29.0,null,159,2018,3,2018,2,06,30
2018-06-30,SURINAME,GUILDER,SURINAME-GUILDER,7.53,null,160,2018,3,2018,2,06,30
2018-06-30,SWAZILAND,LILANGENI,SWAZILAND-LILANGENI,13.748,null,161,2018,3,2018,2,06,30
2018-06-30,SWEDEN,KRONA,SWEDEN-KRONA,8.957,null,162,2018,3,2018,2,06,30
2018-06-30,SWITZERLAND,FRANC,SWITZERLAND-FRANC,0.992,null,163,2018,3,2018,2,06,30
2018-06-30,SYRIA,POUND,SYRIA-POUND,515.0,null,164,2018,3,2018,2,06,30
2018-06-30,TAIWAN,DOLLAR,TAIWAN-DOLLAR,30.424,null,165,2018,3,2018,2,06,30
2018-06-30,TAJIKISTAN,SOMONI,TAJIKISTAN-SOMONI,9.1,null,166,2018,3,2018,2,06,30
2018-06-30,TANZANIA,SHILLING,TANZANIA-SHILLING,2271.0,null,167,2018,3,2018,2,06,30
2018-06-30,THAILAND,BAHT,THAILAND-BAHT,33.08,null,168,2018,3,2018,2,06,30
2018-06-30,TIMOR,LESTE DILI,TIMOR-LESTE DILI,1.0,null,169,2018,3,2018,2,06,30
2018-06-30,TOGO,CFA FRANC,TOGO-CFA FRANC,580.14,null,170,2018,3,2018,2,06,30
2018-06-30,TONGA,PA'ANGA,TONGA-PA'ANGA,2.161,null,171,2018,3,2018,2,06,30
2018-06-30,TRINIDAD & TOBAGO,DOLLAR,TRINIDAD & TOBAGO-DOLLAR,6.65,null,172,2018,3,2018,2,06,30
2018-06-30,TUNISIA,DINAR,TUNISIA-DINAR,2.612,null,173,2018,3,2018,2,06,30
2018-06-30,TURKEY,LIRA,TURKEY-LIRA,4.571,null,174,2018,3,2018,2,06,30
2018-06-30,TURKMENISTAN,MANAT,TURKMENISTAN-MANAT,3.491,null,175,2018,3,2018,2,06,30
2018-06-30,UGANDA,SHILLING,UGANDA-SHILLING,3875.0,null,176,2018,3,2018,2,06,30
2018-06-30,UKRAINE,HRYVNIA,UKRAINE-HRYVNIA,26.29,null,177,2018,3,2018,2,06,30
2018-06-30,UNITED ARAB EMIRATES,DIRHAM,UNITED ARAB EMIRATES-DIRHAM,3.673,null,178,2018,3,2018,2,06,30
2018-06-30,UNITED KINGDOM,POUND STERLING,UNITED KINGDOM-POUND STERLING,0.76,null,179,2018,3,2018,2,06,30
2018-06-30,URUGUAY,PESO,URUGUAY-PESO,31.37,null,180,2018,3,2018,2,06,30
2018-06-30,UZBEKISTAN,SOM,UZBEKISTAN-SOM,7840.0,null,181,2018,3,2018,2,06,30
2018-06-30,VANUATU,VATU,VANUATU-VATU,108.94,null,182,2018,3,2018,2,06,30
2018-06-30,VENEZUELA,BOLIVAR,VENEZUELA-BOLIVAR,96000.0,null,183,2018,3,2018,2,06,30
2018-06-30,VIETNAM,DONG,VIETNAM-DONG,22956.0,null,184,2018,3,2018,2,06,30
2018-06-30,WESTERN SAMOA,TALA,WESTERN SAMOA-TALA,2.495,null,185,2018,3,2018,2,06,30
2018-06-30,YEMEN,RIAL,YEMEN-RIAL,455.0,null,186,2018,3,2018,2,06,30
2018-06-30,ZAMBIA,KWACHA,ZAMBIA-KWACHA,5455.0,null,187,2018,3,2018,2,06,30
2018-06-30,ZAMBIA,NEW KWACHA,ZAMBIA-NEW KWACHA,9.93,null,188,2018,3,2018,2,06,30
2018-06-30,ZIMBABWE,DOLLAR,ZIMBABWE-DOLLAR,1.0,null,189,2018,3,2018,2,06,30
2018-03-31,AFGHANISTAN,AFGHANI,AFGHANISTAN-AFGHANI,69.0,null,1,2018,2,2018,1,03,31
2018-03-31,ALBANIA,LEK,ALBANIA-LEK,105.35,null,2,2018,2,2018,1,03,31
2018-03-31,ALGERIA,DINAR,ALGERIA-DINAR,113.798,null,3,2018,2,2018,1,03,31
2018-03-31,ANGOLA,KWANZA,ANGOLA-KWANZA,215.0,null,4,2018,2,2018,1,03,31
2018-03-31,ANTIGUA,BARBUDA-E. CARIBBEAN DOLLAR,ANTIGUA-BARBUDA-E. CARIBBEAN DOLLAR,2.7,null,5,2018,2,2018,1,03,31
2018-03-31,ARGENTINA,PESO,ARGENTINA-PESO,20.11,null,6,2018,2,2018,1,03,31
2018-03-31,ARMENIA,DRAM,ARMENIA-DRAM,480.0,null,7,2018,2,2018,1,03,31
2018-03-31,AUSTRALIA,DOLLAR,AUSTRALIA-DOLLAR,1.299,null,8,2018,2,2018,1,03,31
2018-03-31,AUSTRIA,EURO,AUSTRIA-EURO,0.811,null,9,2018,2,2018,1,03,31
2018-03-31,AZERBAIJAN,NEW MANAT,AZERBAIJAN-NEW MANAT,1.7,null,10,2018,2,2018,1,03,31
2018-03-31,BAHAMAS,DOLLAR,BAHAMAS-DOLLAR,1.0,null,11,2018,2,2018,1,03,31
2018-03-31,BAHRAIN,DINAR,BAHRAIN-DINAR,0.377,null,12,2018,2,2018,1,03,31
2018-03-31,BANGLADESH,TAKA,BANGLADESH-TAKA,82.0,null,13,2018,2,2018,1,03,31
2018-03-31,BARBADOS,DOLLAR,BARBADOS-DOLLAR,2.02,null,14,2018,2,2018,1,03,31
2018-03-31,BELARUS,NEW RUBLE,BELARUS-NEW RUBLE,1.951,null,15,2018,2,2018,1,03,31
2018-03-31,BELGIUM,EURO,BELGIUM-EURO,0.811,null,16,2018,2,2018,1,03,31
2018-03-31,BELIZE,DOLLAR,BELIZE-DOLLAR,2.0,null,17,2018,2,2018,1,03,31
2018-03-31,BENIN,CFA FRANC,BENIN-CFA FRANC,529.3,null,18,2018,2,2018,1,03,31
2018-03-31,BERMUDA,DOLLAR,BERMUDA-DOLLAR,1.0,null,19,2018,2,2018,1,03,31
2018-03-31,BOLIVIA,BOLIVIANO,BOLIVIA-BOLIVIANO,6.86,null,20,2018,2,2018,1,03,31
2018-03-31,BOSNIA,HERCEGOVINA-MARKA,BOSNIA-HERCEGOVINA-MARKA,1.586,null,21,2018,2,2018,1,03,31
2018-03-31,BOTSWANA,PULA,BOTSWANA-PULA,9.524,null,22,2018,2,2018,1,03,31
2018-03-31,BRAZIL,REAL,BRAZIL-REAL,3.305,null,23,2018,2,2018,1,03,31
2018-03-31,BRUNEI,DOLLAR,BRUNEI-DOLLAR,1.31,null,24,2018,2,2018,1,03,31
2018-03-31,BULGARIA,LEV,BULGARIA-LEV,1.586,null,25,2018,2,2018,1,03,31
2018-03-31,BURKINA FASO,CFA FRANC,BURKINA FASO-CFA FRANC,529.3,null,26,2018,2,2018,1,03,31
2018-03-31,BURMA,MYANMAR-KYAT,BURMA-MYANMAR-KYAT,1320.0,null,27,2018,2,2018,1,03,31
2018-03-31,BURUNDI,FRANC,BURUNDI-FRANC,1750.0,null,28,2018,2,2018,1,03,31
2018-03-31,CAMBODIA (KHMER),RIEL,CAMBODIA (KHMER)-RIEL,4103.0,null,29,2018,2,2018,1,03,31
2018-03-31,CAMEROON,CFA FRANC,CAMEROON-CFA FRANC,551.68,null,30,2018,2,2018,1,03,31
2018-03-31,CANADA,DOLLAR,CANADA-DOLLAR,1.288,null,31,2018,2,2018,1,03,31
2018-03-31,CAPE VERDE,ESCUDO,CAPE VERDE-ESCUDO,88.711,null,32,2018,2,2018,1,03,31
2018-03-31,CAYMAN ISLANDS,DOLLAR,CAYMAN ISLANDS-DOLLAR,0.82,null,33,2018,2,2018,1,03,31
2018-03-31,CENTRAL AFRICAN REPUBLIC,CFA FRANC,CENTRAL AFRICAN REPUBLIC-CFA FRANC,551.68,null,34,2018,2,2018,1,03,31
2018-03-31,CHAD,CFA FRANC,CHAD-CFA FRANC,551.68,null,35,2018,2,2018,1,03,31
2018-03-31,CHILE,PESO,CHILE-PESO,603.4,null,36,2018,2,2018,1,03,31
2018-03-31,CHINA,RENMINBI,CHINA-RENMINBI,6.273,null,37,2018,2,2018,1,03,31
2018-03-31,COLOMBIA,PESO,COLOMBIA-PESO,2792.05,null,38,2018,2,2018,1,03,31
2018-03-31,COMOROS,FRANC,COMOROS-FRANC,398.19,null,39,2018,2,2018,1,03,31
2018-03-31,CONGO,CFA FRANC,CONGO-CFA FRANC,551.68,null,41,2018,2,2018,1,03,31
2018-03-31,"CONGO, DEM. REP",CONGOLESE FRANC,"CONGO, DEM. REP-CONGOLESE FRANC",1600.0,null,40,2018,2,2018,1,03,31
2018-03-31,COSTA RICA,COLON,COSTA RICA-COLON,563.15,null,42,2018,2,2018,1,03,31
2018-03-31,COTE D'IVOIRE,CFA FRANC,COTE D'IVOIRE-CFA FRANC,529.3,null,43,2018,2,2018,1,03,31
2018-03-31,CROATIA,KUNA,CROATIA-KUNA,5.9,null,44,2018,2,2018,1,03,31
2018-03-31,CUBA,PESO,CUBA-PESO,1.0,null,45,2018,2,2018,1,03,31
2018-03-31,CYPRUS,EURO,CYPRUS-EURO,0.811,null,46,2018,2,2018,1,03,31
2018-03-31,CZECH,KORUNA,CZECH-KORUNA,20.158,null,47,2018,2,2018,1,03,31
2018-03-31,DENMARK,KRONE,DENMARK-KRONE,6.046,null,48,2018,2,2018,1,03,31
2018-03-31,DJIBOUTI,FRANC,DJIBOUTI-FRANC,177.0,null,49,2018,2,2018,1,03,31
2018-03-31,DOMINICAN REPUBLIC,PESO,DOMINICAN REPUBLIC-PESO,49.18,null,50,2018,2,2018,1,03,31
2018-03-31,ECUADOR,DOLARES,ECUADOR-DOLARES,1.0,null,51,2018,2,2018,1,03,31
2018-03-31,EGYPT,POUND,EGYPT-POUND,17.58,null,52,2018,2,2018,1,03,31
2018-03-31,EL SALVADOR,DOLARES,EL SALVADOR-DOLARES,1.0,null,53,2018,2,2018,1,03,31
2018-03-31,EQUATORIAL GUINEA,CFA FRANC,EQUATORIAL GUINEA-CFA FRANC,551.68,null,54,2018,2,2018,1,03,31
2018-03-31,ERITREA,NAKFA,ERITREA-NAKFA,15.0,null,55,2018,2,2018,1,03,31
2018-03-31,ESTONIA,EURO,ESTONIA-EURO,0.811,null,56,2018,2,2018,1,03,31
2018-03-31,ETHIOPIA,BIRR,ETHIOPIA-BIRR,27.24,null,57,2018,2,2018,1,03,31
2018-03-31,EURO ZONE,EURO,EURO ZONE-EURO,0.811,null,58,2018,2,2018,1,03,31
2018-03-31,FIJI,DOLLAR,FIJI-DOLLAR,2.012,null,59,2018,2,2018,1,03,31
2018-03-31,FINLAND,EURO,FINLAND-EURO,0.811,null,60,2018,2,2018,1,03,31
2018-03-31,FRANCE,EURO,FRANCE-EURO,0.811,null,61,2018,2,2018,1,03,31
2018-03-31,GABON,CFA FRANC,GABON-CFA FRANC,551.68,null,62,2018,2,2018,1,03,31
2018-03-31,GAMBIA,DALASI,GAMBIA-DALASI,47.0,null,63,2018,2,2018,1,03,31
2018-03-31,GEORGIA,LARI,GEORGIA-LARI,2.43,null,64,2018,2,2018,1,03,31
2018-03-31,GERMANY FRG,EURO,GERMANY FRG-EURO,0.811,null,65,2018,2,2018,1,03,31
2018-03-31,GHANA,CEDI,GHANA-CEDI,4.413,null,66,2018,2,2018,1,03,31
2018-03-31,GREECE,EURO,GREECE-EURO,0.811,null,67,2018,2,2018,1,03,31
2018-03-31,GRENADA,EAST CARIBBEAN DOLLAR,GRENADA-EAST CARIBBEAN DOLLAR,2.7,null,68,2018,2,2018,1,03,31
2018-03-31,GUATEMALA,QUETZAL,GUATEMALA-QUETZAL,7.39,null,69,2018,2,2018,1,03,31
2018-03-31,GUINEA,FRANC,GUINEA-FRANC,8995.0,null,70,2018,2,2018,1,03,31
2018-03-31,GUINEA BISSAU,CFA FRANC,GUINEA BISSAU-CFA FRANC,529.3,null,71,2018,2,2018,1,03,31
2018-03-31,GUYANA,DOLLAR,GUYANA-DOLLAR,215.0,null,72,2018,2,2018,1,03,31
2018-03-31,HAITI,GOURDE,HAITI-GOURDE,64.389,null,73,2018,2,2018,1,03,31
2018-03-31,HONDURAS,LEMPIRA,HONDURAS-LEMPIRA,23.5,null,74,2018,2,2018,1,03,31
2018-03-31,HONG KONG,DOLLAR,HONG KONG-DOLLAR,7.848,null,75,2018,2,2018,1,03,31
2018-03-31,HUNGARY,FORINT,HUNGARY-FORINT,253.24,null,76,2018,2,2018,1,03,31
2018-03-31,ICELAND,KRONA,ICELAND-KRONA,98.43,null,77,2018,2,2018,1,03,31
2018-03-31,INDIA,RUPEE,INDIA-RUPEE,64.5,null,78,2018,2,2018,1,03,31
2018-03-31,INDONESIA,RUPIAH,INDONESIA-RUPIAH,13735.0,null,79,2018,2,2018,1,03,31
2018-03-31,IRAN,RIAL,IRAN-RIAL,37743.0,null,80,2018,2,2018,1,03,31
2018-03-31,IRAQ,DINAR,IRAQ-DINAR,1166.0,null,81,2018,2,2018,1,03,31
2018-03-31,IRELAND,EURO,IRELAND-EURO,0.811,null,82,2018,2,2018,1,03,31
2018-03-31,ISRAEL,SHEKEL,ISRAEL-SHEKEL,3.503,null,83,2018,2,2018,1,03,31
2018-03-31,ITALY,EURO,ITALY-EURO,0.811,null,84,2018,2,2018,1,03,31
2018-03-31,JAMAICA,DOLLAR,JAMAICA-DOLLAR,128.0,null,85,2018,2,2018,1,03,31
2018-03-31,JAPAN,YEN,JAPAN-YEN,106.19,null,86,2018,2,2018,1,03,31
2018-03-31,JERUSALEM,SHEKEL,JERUSALEM-SHEKEL,3.503,null,87,2018,2,2018,1,03,31
2018-03-31,JORDAN,DINAR,JORDAN-DINAR,0.708,null,88,2018,2,2018,1,03,31
2018-03-31,KAZAKHSTAN,TENGE,KAZAKHSTAN-TENGE,319.02,null,89,2018,2,2018,1,03,31
2018-03-31,KENYA,SHILLING,KENYA-SHILLING,100.65,null,90,2018,2,2018,1,03,31
2018-03-31,KOREA,WON,KOREA-WON,1061.05,null,91,2018,2,2018,1,03,31
2018-03-31,KUWAIT,DINAR,KUWAIT-DINAR,0.3,null,92,2018,2,2018,1,03,31
2018-03-31,KYRGYZSTAN,SOM,KYRGYZSTAN-SOM,68.4,null,93,2018,2,2018,1,03,31
2018-03-31,LAOS,KIP,LAOS-KIP,8274.0,null,94,2018,2,2018,1,03,31
2018-03-31,LATVIA,EURO,LATVIA-EURO,0.811,null,95,2018,2,2018,1,03,31
2018-03-31,LEBANON,POUND,LEBANON-POUND,1500.0,null,96,2018,2,2018,1,03,31
2018-03-31,LESOTHO,SOUTH AFRICAN RAND,LESOTHO-SOUTH AFRICAN RAND,11.823,null,97,2018,2,2018,1,03,31
2018-03-31,LIBERIA,U.S. DOLLAR,LIBERIA-U.S. DOLLAR,131.75,null,98,2018,2,2018,1,03,31
2018-03-31,LIBYA,DINAR,LIBYA-DINAR,1.326,null,99,2018,2,2018,1,03,31
2018-03-31,LITHUANIA,EURO,LITHUANIA-EURO,0.811,null,100,2018,2,2018,1,03,31
2018-03-31,LUXEMBOURG,EURO,LUXEMBOURG-EURO,0.811,null,101,2018,2,2018,1,03,31
2018-03-31,MACAO,MOP,MACAO-MOP,8.0,null,102,2018,2,2018,1,03,31
2018-03-31,MACEDONIA FYROM,DENAR(ARIARY),MACEDONIA FYROM-DENAR(ARIARY),49.69,null,103,2018,2,2018,1,03,31
2018-03-31,MADAGASCAR,FRANC,MADAGASCAR-FRANC,3213.25,null,104,2018,2,2018,1,03,31
2018-03-31,MALAWI,KWACHA,MALAWI-KWACHA,731.0,null,105,2018,2,2018,1,03,31
2018-03-31,MALAYSIA,RINGGIT,MALAYSIA-RINGGIT,3.862,null,106,2018,2,2018,1,03,31
2018-03-31,MALI,CFA FRANC,MALI-CFA FRANC,529.3,null,107,2018,2,2018,1,03,31
2018-03-31,MALTA,EURO,MALTA-EURO,0.811,null,108,2018,2,2018,1,03,31
2018-03-31,MARSHALLS ISLANDS,DOLLAR,MARSHALLS ISLANDS-DOLLAR,1.0,null,109,2018,2,2018,1,03,31
2018-03-31,MARTINIQUE,EURO,MARTINIQUE-EURO,0.811,null,110,2018,2,2018,1,03,31
2018-03-31,MAURITANIA,OUGUIYA,MAURITANIA-OUGUIYA,355.0,null,111,2018,2,2018,1,03,31
